,market,funding_total_usd,region,city,funding_rounds,Founding_year,first_funding_year,last_funding_year,first_funding_gap,last_funding_gap,first_last_funding_gap,success
38331,145,56494609.0,79,27,6,2000.0,2005.0,2009,5.0,9.0,4.0,1
38353,63,250000.0,32,545,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
38357,198,26100000.0,131,242,3,2004.0,2006.0,2009,2.0,5.0,3.0,1
38364,309,0.0,131,166,2,0.0,2004.0,2007,0.0,0.0,3.0,0
38367,289,58401855.0,131,624,1,1989.0,2010.0,2010,21.0,21.0,0.0,1
38370,289,57005567.0,131,580,3,0.0,2008.0,2011,0.0,0.0,3.0,1
38387,309,6000000.0,38,689,1,1997.0,2005.0,2005,8.0,8.0,0.0,1
38390,309,300000.0,104,449,1,2005.0,2011.0,2011,6.0,6.0,0.0,0
38394,133,22100000.0,131,398,3,2008.0,2008.0,2011,0.0,3.0,3.0,1
38400,309,3500000.0,17,62,1,1999.0,2006.0,2006,7.0,7.0,0.0,1
38407,180,40000000.0,9,34,2,1999.0,2008.0,2013,9.0,14.0,5.0,1
38411,167,108000000.0,59,410,3,1997.0,2000.0,2007,3.0,10.0,7.0,1
38416,79,3427334.0,118,499,2,2006.0,2009.0,2010,3.0,4.0,1.0,0
38420,205,7000000.0,32,145,1,1997.0,2008.0,2008,11.0,11.0,0.0,1
38425,148,6500.0,70,78,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
38438,210,0.0,131,569,2,2010.0,2010.0,2010,0.0,0.0,0.0,1
38441,126,15290000.0,120,512,4,2009.0,2009.0,2013,0.0,4.0,4.0,1
38452,250,7100000.0,131,569,2,2001.0,2003.0,2005,2.0,4.0,2.0,1
38463,1,9807367.0,131,569,3,2009.0,2009.0,2010,0.0,1.0,1.0,1
38464,336,0.0,131,569,1,2012.0,2011.0,2011,-1.0,-1.0,0.0,1
38468,79,1000000.0,112,176,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
38489,309,2100000.0,38,177,1,0.0,2006.0,2006,0.0,0.0,0.0,1
38493,145,6983000.0,9,13,4,2006.0,2010.0,2014,4.0,8.0,4.0,0
38517,289,14920000.0,33,151,2,1986.0,2005.0,2006,19.0,20.0,1.0,1
38518,309,562250.0,9,456,1,1988.0,2009.0,2009,21.0,21.0,0.0,0
38524,208,5700000.0,104,449,3,2003.0,2004.0,2007,1.0,4.0,3.0,0
38528,29,1092283.0,68,307,3,0.0,2009.0,2014,0.0,0.0,5.0,0
38532,301,3000000.0,131,569,1,2011.0,2011.0,2011,0.0,0.0,0.0,1
38546,79,0.0,131,569,1,0.0,2007.0,2007,0.0,0.0,0.0,1
38549,362,4575000.0,104,449,3,2010.0,2010.0,2011,0.0,1.0,1.0,1
38550,8,8950000.0,131,569,3,2010.0,2011.0,2013,1.0,3.0,2.0,1
38552,219,1040000.0,131,569,1,0.0,2006.0,2006,0.0,0.0,0.0,1
38570,29,9600000.0,140,593,1,2001.0,2014.0,2014,13.0,13.0,0.0,0
38576,145,12000000.0,17,48,1,2001.0,2005.0,2005,4.0,4.0,0.0,0
38581,286,39730000.0,36,535,4,2003.0,2005.0,2010,2.0,7.0,5.0,1
38582,8,25000000.0,131,233,1,2000.0,2008.0,2008,8.0,8.0,0.0,1
38585,154,4200000.0,75,337,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
38586,309,6000000.0,137,567,1,0.0,2006.0,2006,0.0,0.0,0.0,0
38591,364,4000000.0,30,139,4,1998.0,2000.0,2003,2.0,5.0,3.0,1
38593,64,24000000.0,131,570,2,2007.0,2008.0,2009,1.0,2.0,1.0,1
38594,289,18800000.0,36,535,1,2000.0,2007.0,2007,7.0,7.0,0.0,1
38604,29,28000000.0,131,569,1,0.0,2005.0,2005,0.0,0.0,0.0,0
38610,247,82000000.0,17,99,4,2004.0,2004.0,2006,0.0,2.0,2.0,1
38624,309,1650000.0,120,512,4,1998.0,2006.0,2012,8.0,14.0,6.0,0
38632,282,4640537.0,91,157,2,2007.0,2007.0,2008,0.0,1.0,1.0,1
38636,309,7000000.0,131,569,1,2001.0,2005.0,2005,4.0,4.0,0.0,1
38638,363,0.0,126,369,1,1999.0,1999.0,1999,0.0,0.0,0.0,0
38640,61,64967223.0,131,624,5,2005.0,2009.0,2014,4.0,9.0,5.0,1
38653,137,17999998.0,79,385,3,2006.0,2008.0,2011,2.0,5.0,3.0,0
38661,309,250000.0,159,670,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
38677,145,150000.0,93,416,1,2007.0,2009.0,2009,2.0,2.0,0.0,0
38695,137,25000.0,118,499,2,2007.0,2008.0,2010,1.0,3.0,2.0,0
38709,290,1100000.0,104,449,1,2009.0,2010.0,2010,1.0,1.0,0.0,1
38742,79,0.0,9,34,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
38763,4,91000000.0,131,432,3,2009.0,2009.0,2012,0.0,3.0,3.0,1
38773,210,4000000.0,131,573,1,0.0,2008.0,2008,0.0,0.0,0.0,0
38783,115,40800000.0,131,432,5,2006.0,2007.0,2012,1.0,6.0,5.0,1
38786,269,13250000.0,131,624,2,2005.0,2006.0,2008,1.0,3.0,2.0,0
38789,210,16800000.0,17,74,3,2003.0,2004.0,2007,1.0,4.0,3.0,1
38812,363,68400000.0,131,580,4,2000.0,2001.0,2008,1.0,8.0,7.0,1
38817,1,17000000.0,131,432,2,2003.0,2006.0,2008,3.0,5.0,2.0,0
38821,210,2600000.0,131,569,1,2001.0,2011.0,2011,10.0,10.0,0.0,0
38836,309,4000000.0,148,628,1,2001.0,2007.0,2007,6.0,6.0,0.0,0
38846,309,600000.0,137,567,1,0.0,2014.0,2014,0.0,0.0,0.0,0
38847,137,0.0,118,499,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
38851,175,2000000.0,104,449,1,2010.0,2012.0,2012,2.0,2.0,0.0,0
38857,146,20000000.0,13,254,1,0.0,2009.0,2009,0.0,0.0,0.0,0
38864,79,38025999.0,131,486,4,2010.0,2010.0,2013,0.0,3.0,3.0,1
38870,286,20000.0,131,486,1,0.0,2013.0,2013,0.0,0.0,0.0,1
38872,250,78000000.0,131,569,4,2005.0,2005.0,2008,0.0,3.0,3.0,1
38880,79,3000000.0,131,569,2,0.0,2008.0,2008,0.0,0.0,0.0,1
38881,137,2750000.0,38,177,2,2009.0,2009.0,2010,0.0,1.0,1.0,0
38884,145,14500000.0,131,233,2,2004.0,2004.0,2005,0.0,1.0,1.0,1
38888,301,15000.0,131,569,1,0.0,2008.0,2008,0.0,0.0,0.0,1
38892,79,20000.0,131,468,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
38910,146,244000000.0,116,429,6,2009.0,2008.0,2011,-1.0,2.0,3.0,1
38916,301,3000000.0,131,570,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
38921,1,4000000.0,131,573,1,2005.0,2005.0,2005,0.0,0.0,0.0,0
38950,309,127839.0,30,44,1,2009.0,2012.0,2012,3.0,3.0,0.0,0
38968,374,2638000.0,38,76,3,2012.0,2012.0,2014,0.0,2.0,2.0,1
38979,29,5220000.0,17,60,4,0.0,2006.0,2009,0.0,0.0,3.0,1
38996,157,4600000.0,17,74,4,2010.0,2011.0,2014,1.0,4.0,3.0,1
39036,309,250000.0,30,351,1,1999.0,2005.0,2005,6.0,6.0,0.0,1
39042,363,48670000.0,67,306,3,0.0,2005.0,2011,0.0,0.0,6.0,1
39043,152,15500000.0,159,670,2,2012.0,2012.0,2013,0.0,1.0,1.0,1
39045,1,5000000.0,131,569,1,2004.0,2008.0,2008,4.0,4.0,0.0,0
39055,102,6940000.0,79,655,5,2009.0,2010.0,2014,1.0,5.0,4.0,0
39077,66,14399999.0,140,528,4,2005.0,2006.0,2010,1.0,5.0,4.0,1
39078,309,2000000.0,6,10,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
39095,79,60000.0,112,176,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
39110,335,30000.0,138,259,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
39129,210,1500000.0,104,449,1,2011.0,2011.0,2011,0.0,0.0,0.0,1
39131,250,43500000.0,131,569,2,1999.0,1999.0,2000,0.0,1.0,1.0,1
39135,309,22300000.0,140,52,2,2003.0,2005.0,2006,2.0,3.0,1.0,1
39136,79,0.0,38,76,1,2011.0,2011.0,2011,0.0,0.0,0.0,1
39138,301,650000.0,131,569,1,0.0,2007.0,2007,0.0,0.0,0.0,0
39143,102,8800000.0,120,512,3,2000.0,2001.0,2001,1.0,1.0,0.0,1
39151,49,759260.0,131,569,2,2010.0,2013.0,2013,3.0,3.0,0.0,1
39164,1,0.0,131,569,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
39166,1,4000000.0,131,486,1,2006.0,2007.0,2007,1.0,1.0,0.0,1
39173,208,12000000.0,140,593,2,2005.0,2006.0,2007,1.0,2.0,1.0,1
39175,56,716807.0,131,242,1,2009.0,2011.0,2011,2.0,2.0,0.0,0
39180,141,100000.0,131,569,1,2011.0,2013.0,2013,2.0,2.0,0.0,1
39183,79,15000.0,131,486,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
39184,297,4074999.0,116,493,3,2007.0,2009.0,2013,2.0,6.0,4.0,0
39192,137,25000000.0,131,569,3,0.0,2002.0,2006,0.0,0.0,4.0,1
39210,309,2076250.0,36,535,1,2010.0,2009.0,2009,-1.0,-1.0,0.0,1
39248,71,20000.0,159,28,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
39254,137,120000.0,140,315,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
39255,309,1320384.0,131,432,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
39260,301,410000.0,30,436,2,2012.0,2013.0,2014,1.0,2.0,1.0,0
39265,79,560000.0,104,449,1,0.0,2008.0,2008,0.0,0.0,0.0,1
39269,301,47500000.0,79,583,2,0.0,2006.0,2006,0.0,0.0,0.0,1
39276,115,11750000.0,13,43,3,2006.0,2008.0,2010,2.0,4.0,2.0,1
39291,300,240000.0,104,449,1,2008.0,2008.0,2008,0.0,0.0,0.0,1
39294,142,500000.0,79,583,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
39296,115,9400000.0,131,569,3,2005.0,2009.0,2010,4.0,5.0,1.0,1
39304,208,1000000.0,131,504,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
39306,309,12000.0,79,362,1,2007.0,2011.0,2011,4.0,4.0,0.0,1
39313,301,1900000.0,104,89,2,2010.0,2011.0,2012,1.0,2.0,1.0,1
39318,210,1820000.0,131,569,3,2008.0,2011.0,2012,3.0,4.0,1.0,1
39319,301,2250000.0,131,569,2,0.0,2006.0,2007,0.0,0.0,1.0,0
39324,309,2776000.0,131,569,3,2010.0,2010.0,2012,0.0,2.0,2.0,0
39325,121,10000000.0,131,569,3,2007.0,2007.0,2009,0.0,2.0,2.0,1
39328,79,0.0,131,569,1,2004.0,2007.0,2007,3.0,3.0,0.0,0
39331,301,500000.0,104,449,1,2006.0,2007.0,2007,1.0,1.0,0.0,1
39341,309,10000000.0,131,564,1,2009.0,2010.0,2010,1.0,1.0,0.0,1
39347,115,46770000.0,131,486,8,2002.0,2004.0,2012,2.0,10.0,8.0,1
39348,126,415000.0,38,76,2,2007.0,2007.0,2007,0.0,0.0,0.0,1
39349,172,45000.0,131,587,2,2012.0,2012.0,2012,0.0,0.0,0.0,0
39377,105,750000.0,17,99,1,2010.0,2013.0,2013,3.0,3.0,0.0,1
39380,301,0.0,31,141,1,0.0,2012.0,2012,0.0,0.0,0.0,0
39409,127,7500000.0,105,217,1,1993.0,2012.0,2012,19.0,19.0,0.0,1
39414,84,30000000.0,36,167,2,2005.0,2009.0,2010,4.0,5.0,1.0,1
39417,355,15000000.0,17,74,1,1999.0,2010.0,2010,11.0,11.0,0.0,1
39419,145,19000000.0,87,408,2,0.0,2002.0,2008,0.0,0.0,6.0,1
39430,29,95000.0,6,91,1,0.0,2012.0,2012,0.0,0.0,0.0,0
39451,47,39903889.0,131,580,3,2002.0,2006.0,2010,4.0,8.0,4.0,1
39455,198,3850000.0,59,620,2,0.0,2009.0,2011,0.0,0.0,2.0,1
39465,47,10000000.0,131,624,1,0.0,2007.0,2007,0.0,0.0,0.0,0
39469,47,253000000.0,131,411,4,2006.0,2007.0,2010,1.0,4.0,3.0,1
39470,310,6077370.0,94,95,1,0.0,2011.0,2011,0.0,0.0,0.0,1
39478,325,105050000.0,11,38,7,2004.0,2007.0,2014,3.0,10.0,7.0,1
39500,47,1000000.0,17,453,1,2006.0,2008.0,2008,2.0,2.0,0.0,0
39505,12,0.0,17,74,1,2012.0,2012.0,2012,0.0,0.0,0.0,1
39512,223,51700000.0,135,605,6,2005.0,2005.0,2012,0.0,7.0,7.0,1
39518,47,211403000.0,131,570,8,2005.0,2006.0,2012,1.0,7.0,6.0,0
39519,47,18000000.0,79,423,1,2005.0,2008.0,2008,3.0,3.0,0.0,1
39521,309,5230000.0,131,166,1,1992.0,2006.0,2006,14.0,14.0,0.0,1
39526,309,40000000.0,131,166,3,2002.0,2005.0,2007,3.0,5.0,2.0,1
39533,29,21688477.0,105,516,6,0.0,2009.0,2014,0.0,0.0,5.0,0
39537,47,325000.0,131,569,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
39553,29,93000000.0,131,610,2,0.0,2005.0,2006,0.0,0.0,1.0,1
39555,146,21950000.0,131,274,2,1995.0,2010.0,2010,15.0,15.0,0.0,1
39558,309,23500000.0,39,17,3,2009.0,2010.0,2012,1.0,3.0,2.0,1
39559,29,800000.0,131,486,1,0.0,2008.0,2008,0.0,0.0,0.0,0
39562,286,0.0,107,476,1,2000.0,2011.0,2011,11.0,11.0,0.0,1
39571,115,0.0,131,624,1,2001.0,2009.0,2009,8.0,8.0,0.0,1
39577,198,1567504319.0,131,242,8,2005.0,2006.0,2011,1.0,6.0,5.0,0
39595,137,5550000.0,79,203,3,2007.0,2008.0,2009,1.0,2.0,1.0,1
39610,224,200000.0,104,449,1,2010.0,2012.0,2012,2.0,2.0,0.0,0
39615,235,0.0,131,624,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
39632,219,6700000.0,104,358,2,2007.0,2011.0,2013,4.0,6.0,2.0,1
39636,219,4500000.0,17,74,1,1999.0,2007.0,2007,8.0,8.0,0.0,1
39660,181,25000.0,118,499,1,2008.0,2008.0,2008,0.0,0.0,0.0,0
39684,29,90889217.0,131,624,6,2005.0,2010.0,2014,5.0,9.0,4.0,0
39687,29,42568495.0,137,567,5,2006.0,2009.0,2013,3.0,7.0,4.0,0
39693,79,50000.0,50,243,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
39697,146,10850948.0,17,440,6,2004.0,2009.0,2012,5.0,8.0,3.0,0
39749,196,10000000.0,131,569,1,2006.0,2011.0,2011,5.0,5.0,0.0,1
39754,324,7000000.0,140,593,1,0.0,2006.0,2006,0.0,0.0,0.0,0
39757,286,500000.0,131,569,2,0.0,2011.0,2012,0.0,0.0,1.0,1
39808,24,200000.0,104,449,1,2007.0,2008.0,2008,1.0,1.0,0.0,1
39815,316,2250000.0,135,409,2,2011.0,2012.0,2014,1.0,3.0,2.0,1
39816,79,4190185.0,131,208,4,0.0,2008.0,2013,0.0,0.0,5.0,0
39824,309,49000000.0,17,155,5,2005.0,2005.0,2012,0.0,7.0,7.0,1
39834,137,3000000.0,131,94,1,0.0,2012.0,2012,0.0,0.0,0.0,1
39837,79,40000.0,30,139,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
39843,1,13000000.0,104,449,3,2010.0,2010.0,2013,0.0,3.0,3.0,0
39849,218,509412.0,131,166,1,2008.0,2008.0,2008,0.0,0.0,0.0,1
39868,309,150000.0,17,74,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
39869,79,1000000.0,140,593,1,2010.0,2010.0,2010,0.0,0.0,0.0,1
39871,115,0.0,17,99,2,2010.0,2010.0,2010,0.0,0.0,0.0,0
39888,210,1201000.0,140,593,2,2010.0,2010.0,2013,0.0,3.0,3.0,1
39893,115,0.0,105,285,1,1994.0,2006.0,2006,12.0,12.0,0.0,1
39904,145,21489278.0,131,624,2,2004.0,2009.0,2010,5.0,6.0,1.0,1
39920,264,988957.0,131,581,1,2007.0,2010.0,2010,3.0,3.0,0.0,0
39945,145,2502820.0,138,259,5,0.0,2009.0,2012,0.0,0.0,3.0,0
39951,289,39000000.0,11,38,5,2006.0,2006.0,2010,0.0,4.0,4.0,1
39957,47,41400000.0,120,281,1,2008.0,2010.0,2010,2.0,2.0,0.0,0
39962,309,13100000.0,13,642,2,1996.0,2007.0,2008,11.0,12.0,1.0,1
39964,363,1911478.0,140,593,2,2007.0,2010.0,2011,3.0,4.0,1.0,1
39977,1,5000000.0,40,238,1,2003.0,2008.0,2008,5.0,5.0,0.0,0
39978,309,0.0,79,325,1,0.0,2010.0,2010,0.0,0.0,0.0,1
39984,120,300000.0,40,552,1,2007.0,2008.0,2008,1.0,1.0,0.0,0
39985,102,12200000.0,39,148,1,0.0,2014.0,2014,0.0,0.0,0.0,0
40012,167,150000.0,93,416,1,2012.0,2014.0,2014,2.0,2.0,0.0,0
40017,309,68000000.0,131,432,4,2004.0,2005.0,2008,1.0,4.0,3.0,1
40020,309,3869960.0,131,450,2,2006.0,2007.0,2010,1.0,4.0,3.0,1
40031,79,300000.0,104,449,1,0.0,2010.0,2010,0.0,0.0,0.0,1
40032,299,2300000.0,17,74,1,2010.0,2012.0,2012,2.0,2.0,0.0,1
40059,137,150000.0,104,449,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
40068,219,45000000.0,104,449,3,2004.0,2006.0,2007,2.0,3.0,1.0,0
40070,363,9000000.0,17,74,1,0.0,2008.0,2008,0.0,0.0,0.0,1
40074,47,2000000.0,17,48,1,2069.0,2010.0,2010,-59.0,-59.0,0.0,1
40090,219,0.0,104,448,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
40116,205,800000.0,59,620,2,2006.0,2006.0,2007,0.0,1.0,1.0,0
40117,284,7000000.0,98,589,1,2006.0,2006.0,2006,0.0,0.0,0.0,1
40130,79,400000.0,131,569,1,2010.0,2010.0,2010,0.0,0.0,0.0,1
40132,79,2000000.0,131,569,1,0.0,2008.0,2008,0.0,0.0,0.0,0
40137,79,0.0,104,449,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
40140,79,147000.0,9,456,1,2009.0,2010.0,2010,1.0,1.0,0.0,0
40165,312,11489687.0,131,569,3,2005.0,2007.0,2008,2.0,3.0,1.0,1
40205,210,3500000.0,131,569,1,2012.0,2012.0,2012,0.0,0.0,0.0,1
40214,126,358969.0,38,76,2,2009.0,2010.0,2011,1.0,2.0,1.0,1
40225,368,7500000.0,159,598,1,1998.0,2000.0,2000,2.0,2.0,0.0,1
40227,79,600000.0,104,449,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
40229,256,1150000.0,104,89,2,2011.0,2011.0,2012,0.0,1.0,1.0,0
40236,336,0.0,131,166,1,2011.0,2012.0,2012,1.0,1.0,0.0,1
40249,79,450000.0,131,580,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
40251,25,1300000.0,131,569,2,2011.0,2012.0,2013,1.0,2.0,1.0,1
40253,120,250000.0,104,449,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
40261,1,12000000.0,38,689,2,2006.0,2008.0,2010,2.0,4.0,2.0,1
40269,145,10000000.0,156,345,1,1988.0,2007.0,2007,19.0,19.0,0.0,1
40302,29,23277501.0,17,74,2,0.0,2009.0,2011,0.0,0.0,2.0,0
40308,309,37339356.0,131,573,2,2004.0,2007.0,2008,3.0,4.0,1.0,1
40313,210,0.0,72,480,1,1999.0,2010.0,2010,11.0,11.0,0.0,1
40318,1,8300000.0,131,569,2,2008.0,2007.0,2008,-1.0,0.0,1.0,1
40323,126,1015000.0,66,67,1,2008.0,2010.0,2010,2.0,2.0,0.0,0
40334,309,18000000.0,93,416,1,0.0,2003.0,2003,0.0,0.0,0.0,1
40338,79,175500.0,159,28,1,0.0,2011.0,2011,0.0,0.0,0.0,0
40339,188,25000.0,148,618,1,2012.0,2013.0,2013,1.0,1.0,0.0,0
40349,102,15000.0,131,569,2,2010.0,2010.0,2012,0.0,2.0,2.0,1
40367,117,4240262.0,79,489,2,2012.0,2009.0,2014,-3.0,2.0,5.0,1
40382,284,550000.0,131,569,1,0.0,2012.0,2012,0.0,0.0,0.0,0
40415,115,15000000.0,17,74,2,2012.0,2012.0,2013,0.0,1.0,1.0,1
40417,167,2000000.0,72,310,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
40420,282,7500000.0,131,569,1,2010.0,2011.0,2011,1.0,1.0,0.0,1
40430,208,250000.0,140,593,1,2012.0,2013.0,2013,1.0,1.0,0.0,0
40440,320,10000.0,137,567,1,2009.0,2012.0,2012,3.0,3.0,0.0,0
40445,210,3000000.0,104,449,2,2011.0,2011.0,2012,0.0,1.0,1.0,1
40451,77,4500.0,34,154,2,2012.0,2012.0,2012,0.0,0.0,0.0,0
40453,289,61503944.0,136,563,4,2006.0,2009.0,2009,3.0,3.0,0.0,0
40456,105,6016903.0,131,569,2,2009.0,2009.0,2011,0.0,2.0,2.0,0
40458,115,10500003.0,38,76,6,2009.0,2009.0,2012,0.0,3.0,3.0,1
40467,309,3500000.0,131,573,1,2004.0,2007.0,2007,3.0,3.0,0.0,1
40471,79,15100000.0,125,253,1,0.0,2014.0,2014,0.0,0.0,0.0,0
40473,79,0.0,79,362,1,0.0,2010.0,2010,0.0,0.0,0.0,1
40474,115,2500000.0,17,95,1,0.0,2006.0,2006,0.0,0.0,0.0,1
40475,73,20000.0,6,245,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
40476,102,8000000.0,30,139,2,1999.0,1999.0,2000,0.0,1.0,1.0,1
40478,316,13000000.0,38,90,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
40484,79,15000000.0,116,493,1,1999.0,2008.0,2008,9.0,9.0,0.0,1
40497,294,13000000.0,11,38,1,2006.0,2013.0,2013,7.0,7.0,0.0,0
40500,289,1000000.0,6,299,1,0.0,2005.0,2005,0.0,0.0,0.0,0
40513,115,6000000.0,131,569,2,2006.0,2007.0,2008,1.0,2.0,1.0,1
40535,314,200000.0,140,593,1,2009.0,2011.0,2011,2.0,2.0,0.0,1
40576,79,750000.0,140,593,3,2008.0,2007.0,2010,-1.0,2.0,3.0,1
40581,79,0.0,120,512,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
40594,303,423000.0,123,522,1,2013.0,2014.0,2014,1.0,1.0,0.0,0
40600,286,10000000.0,9,13,1,2003.0,2006.0,2006,3.0,3.0,0.0,1
40603,198,4405204.0,38,258,2,0.0,2014.0,2014,0.0,0.0,0.0,0
40613,29,17566976.0,22,508,6,1999.0,2010.0,2013,11.0,14.0,3.0,0
40678,210,1900000.0,104,449,2,2009.0,2010.0,2010,1.0,1.0,0.0,0
40680,79,325000.0,131,624,3,2007.0,2008.0,2008,1.0,1.0,0.0,0
40705,226,18700000.0,131,569,3,2008.0,2008.0,2011,0.0,3.0,3.0,1
40713,346,25000.0,118,499,1,0.0,2008.0,2008,0.0,0.0,0.0,0
40733,210,3400000.0,80,364,1,2000.0,2010.0,2010,10.0,10.0,0.0,1
40741,286,1100000.0,131,94,1,2008.0,2012.0,2012,4.0,4.0,0.0,1
40745,79,250000.0,30,139,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
40754,115,44541657.0,11,38,5,2001.0,2008.0,2012,7.0,11.0,4.0,1
40759,102,6000000.0,72,473,1,1996.0,2007.0,2007,11.0,11.0,0.0,1
40767,203,2023000.0,131,569,3,2009.0,2009.0,2011,0.0,2.0,2.0,1
40771,115,10800000.0,104,449,2,2006.0,2006.0,2008,0.0,2.0,2.0,0
40785,115,31500000.0,131,580,3,2009.0,2009.0,2011,0.0,2.0,2.0,1
40786,309,13000000.0,11,38,1,2007.0,2007.0,2007,0.0,0.0,0.0,0
40787,316,28000000.0,17,386,2,2004.0,2007.0,2008,3.0,4.0,1.0,1
40813,105,10000000.0,13,43,1,2010.0,2012.0,2012,2.0,2.0,0.0,0
40826,309,10700000.0,38,177,5,2001.0,2005.0,2009,4.0,8.0,4.0,1
40840,29,20929000.0,140,593,6,2007.0,2010.0,2014,3.0,7.0,4.0,0
40852,309,185083586.0,93,190,1,0.0,2009.0,2009,0.0,0.0,0.0,1
40858,309,39000000.0,17,344,5,2003.0,2005.0,2012,2.0,9.0,7.0,1
40869,29,12000000.0,9,34,1,0.0,2012.0,2012,0.0,0.0,0.0,0
40879,49,875000.0,131,569,1,2012.0,2014.0,2014,2.0,2.0,0.0,1
40885,19,7900000.0,79,362,2,2004.0,2007.0,2008,3.0,4.0,1.0,1
40896,289,58000000.0,131,624,7,2002.0,2006.0,2012,4.0,10.0,6.0,1
40912,145,210000.0,142,122,1,2010.0,2011.0,2011,1.0,1.0,0.0,0
40914,372,2500000.0,131,569,1,2010.0,2010.0,2010,0.0,0.0,0.0,1
40918,29,28000000.0,17,99,3,0.0,2007.0,2011,0.0,0.0,4.0,1
40929,98,8500000.0,104,449,1,2008.0,2012.0,2012,4.0,4.0,0.0,1
40934,329,0.0,131,569,1,2000.0,2005.0,2005,5.0,5.0,0.0,1
40974,105,3000000.0,22,367,1,2007.0,2008.0,2008,1.0,1.0,0.0,1
40981,79,18500000.0,104,449,4,2002.0,2001.0,2011,-1.0,9.0,10.0,1
40983,115,0.0,131,569,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
40996,102,5000000.0,104,449,2,2008.0,2009.0,2011,1.0,3.0,2.0,1
41003,297,3500000.0,17,99,3,2006.0,2007.0,2009,1.0,3.0,2.0,1
41008,123,2620000.0,131,569,1,0.0,2006.0,2006,0.0,0.0,0.0,1
41014,1,210000.0,79,362,1,0.0,2010.0,2010,0.0,0.0,0.0,0
41019,123,26000006.0,104,449,3,2004.0,2008.0,2010,4.0,6.0,2.0,1
41022,123,1500000.0,104,449,1,2010.0,2010.0,2010,0.0,0.0,0.0,0
41025,123,20000.0,31,141,1,2011.0,2011.0,2011,0.0,0.0,0.0,0
41031,294,0.0,104,449,1,2013.0,2013.0,2013,0.0,0.0,0.0,1
41050,105,3000000.0,131,432,1,0.0,2011.0,2011,0.0,0.0,0.0,1
41051,208,500000.0,79,362,1,2009.0,2009.0,2009,0.0,0.0,0.0,0
41052,210,500000.0,11,38,1,2011.0,2012.0,2012,1.0,1.0,0.0,0
41093,289,16512391.0,131,624,3,1997.0,2006.0,2011,9.0,14.0,5.0,1
41097,277,750000.0,159,621,1,2006.0,2007.0,2007,1.0,1.0,0.0,1
41110,198,0.0,46,149,1,1989.0,2012.0,2012,23.0,23.0,0.0,0
41114,47,18500000.0,17,99,4,2008.0,2009.0,2013,1.0,5.0,4.0,1
41134,281,1400000.0,110,374,2,2010.0,2010.0,2011,0.0,1.0,1.0,1
41135,47,640800000.0,159,54,6,2003.0,2008.0,2013,5.0,10.0,5.0,1
41157,22,375000.0,30,139,1,2013.0,2012.0,2012,-1.0,-1.0,0.0,0
41160,47,12703000.0,139,586,2,0.0,2008.0,2011,0.0,0.0,3.0,0
41162,289,44500000.0,131,570,1,1985.0,2014.0,2014,29.0,29.0,0.0,1
41196,105,100000.0,131,569,1,2009.0,2008.0,2008,-1.0,-1.0,0.0,0
41199,146,35800000.0,93,416,2,1995.0,2010.0,2011,15.0,16.0,1.0,1
41212,210,20200000.0,79,655,3,2010.0,2010.0,2012,0.0,2.0,2.0,1
41231,264,100000.0,104,449,1,2012.0,2012.0,2012,0.0,0.0,0.0,0
41257,309,0.0,131,486,1,0.0,2008.0,2008,0.0,0.0,0.0,0
41266,29,3999974.0,17,86,1,0.0,2010.0,2010,0.0,0.0,0.0,1
